math score,reading score,writing score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none,is_passed
-0.26980310126638407,-0.118608262347174,-0.0222166589975802,False,False,False,False,True,False,False,True,False,False,True,True,False
-1.2595430178708746,-1.5459729694312612,-1.2758212419331325,False,True,False,False,False,False,False,False,False,False,True,True,False
-1.1275776956569425,-1.8464708025015952,-1.624044737193008,True,True,False,False,False,False,True,False,False,False,False,True,False
-1.0615950345499765,-1.6962218859664282,-0.997242445725232,True,False,False,False,False,False,False,False,True,False,False,False,False
0.3900235098032764,-0.4191060954175082,-0.3704401542574558,True,False,False,False,True,False,False,False,False,False,True,True,False
-1.5894563234057049,-2.2972175521070963,-2.3901364267647343,True,False,False,True,False,False,True,False,False,False,False,True,False
0.45600617091024237,0.7828852368638283,0.9528091277300714,False,False,True,False,False,False,False,False,True,False,True,True,True
0.6539541542311406,-1.0675827619988856e-15,1.3706773220419222,False,False,True,False,False,False,False,False,True,False,False,True,False
0.32404084869631034,0.1067651124555765,0.3956515353142704,False,False,False,True,False,False,False,False,False,False,True,True,True
-0.5337337456942483,-1.0675827619988856e-15,-0.0918613580495553,False,False,False,False,False,False,False,False,False,False,True,True,False
0.45600617091024237,1.2336319864693297,0.9528091277300714,False,False,False,True,False,False,False,False,False,True,True,True,True
-0.07185511794548592,0.18188957072316,0.3956515353142704,False,False,True,False,False,True,False,False,False,False,True,True,True
-2.5791962400101953,-2.672839843445014,-2.250847028660784,True,False,True,False,False,False,True,False,False,False,False,True,False
0.32404084869631034,0.7077607785962448,0.1867174381583451,True,False,True,False,False,False,True,False,False,False,True,True,True
-1.5234736622987388,-1.8464708025015952,-1.2758212419331325,True,False,True,False,False,False,False,False,False,False,False,False,False
0.8519021375520386,1.2336319864693297,1.6492561182498229,False,True,False,False,False,False,False,False,True,False,True,True,True
0.7859194764450727,0.8580096951314118,0.9528091277300714,True,False,True,False,False,False,False,False,False,False,False,False,True
-0.07185511794548592,-1.0675827619988856e-15,0.0474280400543948,True,True,False,False,False,False,False,False,False,False,True,False,False
-0.203820440159418,0.18188957072316,0.1170727391063699,False,False,False,False,True,False,False,False,True,False,True,False,False
-0.5337337456942483,-0.1937327206147576,-0.440084853309431,False,False,False,True,False,False,False,False,True,False,False,True,False
-0.07185511794548592,-0.1937327206147576,-0.440084853309431,False,False,False,True,False,True,False,False,False,False,True,True,False
0.8519021375520386,-0.1937327206147576,-0.0918613580495553,True,True,False,False,False,False,False,False,True,False,True,True,True
0.1260928653754122,-1.0675827619988856e-15,0.0474280400543948,True,False,False,True,False,False,False,False,False,False,True,False,False
1.2477981041938349,1.609254277807247,1.4403220210938972,False,False,False,True,False,False,False,False,False,False,True,True,True
-0.4017684234803161,-1.9215952607691784,-1.4847553390890578,True,True,False,False,False,False,True,False,False,False,True,False,False
2.1055726985843934,1.2336319864693297,1.5099667201458724,True,False,True,False,False,False,False,False,True,False,True,False,True
-0.5337337456942483,-0.1937327206147576,0.2563621372103202,False,False,True,False,False,False,False,False,True,False,True,True,False
1.379763426407767,2.2853744022154987,2.206413710665624,False,False,False,True,False,False,False,True,False,False,True,True,True
-0.005872456838519888,-1.0675827619988856e-15,0.0474280400543948,True,False,False,False,True,False,False,False,False,False,True,False,False
-0.9296297123360444,0.4823874037934941,0.1170727391063699,False,True,False,False,False,False,False,False,False,False,False,True,False
0.2580581875893443,-0.4191060954175082,0.2563621372103202,False,True,False,False,False,False,False,False,False,True,True,True,False
0.7199368153381066,1.45900536127208,2.067124312561673,False,False,False,True,False,False,False,False,False,False,False,False,True
-0.26980310126638407,-1.09522621982576,-1.3454659409851075,True,False,True,False,False,False,True,False,False,False,True,True,False
-0.7976643901221123,-1.2454751363609269,-1.4847553390890578,True,False,False,False,False,False,False,False,False,False,True,True,False
-0.9956123734430105,-0.8698528450230093,-0.997242445725232,False,False,False,True,False,False,False,False,True,False,True,True,False
2.1715553596913595,2.2853744022154987,2.206413710665624,False,False,False,False,True,True,False,False,False,False,True,False,True
1.1818154430868688,0.5575118620610777,0.3956515353142704,True,False,True,False,False,False,True,False,False,False,True,True,True
0.5879714931241745,1.158507528201746,0.9528091277300714,False,True,False,False,False,True,False,False,False,False,False,True,True
0.7859194764450727,0.9331341533989952,0.7438750305741461,False,False,False,True,False,True,False,False,False,False,True,True,True
-0.9956123734430105,-0.4942305536850917,-0.509729552361406,False,False,False,True,False,False,False,False,False,True,True,True,False
-0.7316817290151464,-0.0434838040795905,-0.2311507561535056,False,False,True,False,False,False,False,False,True,False,True,True,False
0.8519021375520386,-1.0675827619988856e-15,1.4403220210938972,False,False,True,False,False,True,False,False,False,False,True,False,False
1.6436940708356311,1.45900536127208,1.6492561182498229,True,True,False,False,False,False,False,False,False,False,True,False,True
1.445746087514733,1.7595031943424142,1.7189008173017977,False,False,True,False,False,False,False,False,True,False,True,False,True
-0.203820440159418,-0.9449773032905928,-0.8579530476212817,True,False,False,True,False,False,True,False,False,False,False,True,False
1.1158327819799028,0.7828852368638283,0.3260068362622954,True,False,False,False,True,False,False,False,True,False,True,True,True
1.379763426407767,1.9097521108775808,1.231387923937972,False,True,False,False,False,False,True,False,False,False,True,True,True
0.3900235098032764,-0.118608262347174,-0.0918613580495553,True,True,False,False,False,False,False,False,False,True,True,True,False
-0.07185511794548592,0.5575118620610777,0.3956515353142704,True,False,False,True,False,False,False,False,True,False,True,False,True
1.0498501208729367,0.9331341533989952,0.3956515353142704,True,False,False,True,False,False,False,True,False,False,True,True,True
-0.9956123734430105,-1.5459729694312612,-1.2061765428811573,False,False,False,False,False,True,False,False,False,False,True,True,False
1.511728748621699,1.0833830699341624,0.9528091277300714,True,False,False,True,False,False,False,True,False,False,True,True,True
-0.8636470512290784,-2.447466468642264,-1.9722682324528835,True,False,True,False,False,False,False,False,False,True,False,False,False
1.379763426407767,0.332138487258327,0.1170727391063699,True,False,False,False,True,False,False,False,True,False,False,False,True
0.5879714931241745,0.8580096951314118,1.0920985258340217,False,False,True,False,False,False,False,False,True,False,True,False,True
0.5219888320172085,0.7077607785962448,0.4652962343662455,True,False,False,True,False,True,False,False,False,False,False,False,True
-0.5337337456942483,-1.09522621982576,-1.4151106400370823,True,False,True,False,False,True,False,False,False,False,True,True,False
-0.9956123734430105,-1.0675827619988856e-15,0.0474280400543948,True,True,False,False,False,False,False,False,False,False,True,False,False
0.2580581875893443,-1.09522621982576,-0.8579530476212817,True,False,False,False,True,False,True,False,False,False,True,True,False
-0.46775108458728215,-0.2688571788823411,-0.0918613580495553,False,False,True,False,False,False,False,False,False,False,True,True,False
0.32404084869631034,-1.0675827619988856e-15,0.0474280400543948,True,False,False,True,False,False,False,False,False,False,True,False,False
0.6539541542311406,0.18188957072316,0.1867174381583451,False,False,False,True,False,False,False,False,False,True,True,True,True
-0.46775108458728215,-0.5693550119526752,-0.3007954552054807,False,False,True,False,False,False,False,False,True,False,False,True,False
-1.5894563234057049,-1.09522621982576,-0.997242445725232,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.5997164068012143,-1.9967197190367625,-1.4847553390890578,True,False,False,False,False,False,True,False,False,False,True,True,False
1.445746087514733,0.2570140289907435,0.6742303315221709,True,False,False,True,False,False,False,False,True,False,True,True,True
-2.9091095455450255,-2.2972175521070963,-2.459781125816709,False,False,True,False,False,False,False,False,True,False,False,True,False
1.445746087514733,1.0833830699341624,0.4652962343662455,True,True,False,False,False,False,False,False,False,True,True,True,True
0.45600617091024237,-0.118608262347174,-0.1615060571015305,True,False,True,False,False,False,False,False,False,False,False,True,False
0.1260928653754122,0.4072629455259106,0.8831644286780963,False,False,False,True,False,True,False,False,False,False,True,False,True
2.2375380207983255,2.2853744022154987,1.7189008173017977,True,False,False,False,True,False,False,False,False,False,False,False,True
-0.26980310126638407,-0.1937327206147576,0.0474280400543948,True,False,False,False,False,False,False,False,False,True,True,False,False
0.7199368153381066,-0.1937327206147576,-0.0222166589975802,True,False,False,False,False,True,False,False,False,False,True,True,True
-0.46775108458728215,0.0316406541879929,-0.1615060571015305,False,True,False,False,False,False,False,False,False,False,True,False,False
-0.7976643901221123,-1.5459729694312612,-1.4847553390890578,True,False,False,True,False,True,False,False,False,False,True,True,False
-0.26980310126638407,-0.1937327206147576,-0.509729552361406,True,False,False,True,False,False,False,False,False,True,True,True,False
0.2580581875893443,1.45900536127208,1.3706773220419222,False,False,True,False,False,False,False,False,True,False,True,False,True
-0.005872456838519888,0.332138487258327,0.6742303315221709,False,False,False,False,True,False,True,False,False,False,False,False,True
-0.4017684234803161,-0.7196039284878423,-0.5793742514133812,True,True,False,False,False,False,False,False,True,False,False,True,False
-0.3357857623733501,1.2336319864693297,1.301032622989947,False,True,False,False,False,False,False,False,False,False,True,False,True
-0.005872456838519888,-0.5693550119526752,-0.3007954552054807,True,False,False,True,False,False,False,False,False,False,False,True,False
1.0498501208729367,0.6326363203286612,0.3956515353142704,True,True,False,False,False,False,False,False,False,False,False,False,True
0.5879714931241745,1.3838809030044965,1.161743224885997,False,False,False,False,True,False,False,False,True,False,False,False,True
-1.1275776956569425,-1.2454751363609269,-1.136531843829182,True,True,False,False,False,False,False,True,False,False,False,True,False
-0.9296297123360444,-1.2454751363609269,-1.3454659409851075,True,False,True,False,False,False,True,False,False,False,True,True,False
0.9838674597659707,1.6843787360748306,1.5796114191978474,False,False,False,False,True,False,False,True,False,False,True,True,True
1.9736073763704614,2.2853744022154987,2.206413710665624,False,False,True,False,False,True,False,False,False,False,True,False,True
-0.8636470512290784,-1.395724052896094,-1.2061765428811573,True,False,True,False,False,False,True,False,False,False,False,False,False
-0.5337337456942483,0.4823874037934941,0.6742303315221709,False,True,False,False,False,False,False,True,False,False,False,False,True
0.1260928653754122,-1.0675827619988856e-15,0.6742303315221709,False,True,False,False,False,False,True,False,False,False,True,False,False
0.060110204268446155,0.4072629455259106,0.1170727391063699,False,False,True,False,False,False,False,False,True,False,False,False,True
0.3900235098032764,0.2570140289907435,0.3956515353142704,True,False,False,False,False,False,True,False,False,False,True,False,True
1.8416420541565293,1.3838809030044965,0.6742303315221709,True,False,False,False,True,False,False,False,False,True,True,True,True
0.8519021375520386,1.2336319864693297,0.8831644286780963,False,False,False,True,False,False,False,False,True,False,True,True,True
-0.203820440159418,-0.1937327206147576,0.1170727391063699,False,False,True,False,False,False,False,False,False,False,True,True,False
-1.5234736622987388,-1.0675827619988856e-15,0.0474280400543948,False,False,True,False,False,False,False,False,False,False,False,False,False
0.9838674597659707,1.609254277807247,1.301032622989947,False,False,True,False,False,False,False,True,False,False,True,False,True
-1.3255256789778407,-1.1703506780933437,-0.7186636495173314,False,True,False,False,False,False,True,False,False,False,False,False,False
0.32404084869631034,0.5575118620610777,0.6045856324701958,False,False,True,False,False,False,False,False,False,False,True,False,True
-0.9296297123360444,0.0316406541879929,-0.440084853309431,False,True,False,False,False,False,False,True,False,False,False,False,False
2.0395900374774274,2.2853744022154987,2.206413710665624,False,False,False,True,False,False,False,False,False,True,True,False,True
-0.26980310126638407,-0.118608262347174,0.4652962343662455,True,False,True,False,False,False,False,True,False,False,False,False,False
-1.3255256789778407,-0.4191060954175082,-0.1615060571015305,False,False,True,False,False,False,False,False,True,False,False,True,False
-1.0615950345499765,-1.4708485111636775,-1.4847553390890578,False,False,False,False,True,False,True,False,False,False,True,True,False
-0.07185511794548592,-0.0434838040795905,0.1170727391063699,False,False,False,True,False,False,False,False,False,False,True,True,False
-1.3915083400848067,-1.0675827619988856e-15,-1.3454659409851075,True,False,True,False,False,False,False,False,False,True,False,False,False
-0.07185511794548592,-0.1937327206147576,-0.2311507561535056,True,False,True,False,False,False,False,False,False,False,False,False,False
0.9178847986590046,0.4823874037934941,-0.2311507561535056,True,False,False,False,True,False,True,False,False,False,True,True,True
-0.26980310126638407,-0.2688571788823411,-0.0222166589975802,True,False,False,True,False,False,False,False,False,True,True,False,False
-1.1935603567639086,-1.3205995946285105,-1.624044737193008,True,True,False,False,False,False,False,False,False,True,False,True,False
0.7199368153381066,1.3838809030044965,1.301032622989947,False,False,True,False,False,True,False,False,False,False,True,True,True
-0.005872456838519888,-0.3439816371499246,0.0474280400543948,False,False,False,False,True,False,False,False,False,False,True,True,False
0.6539541542311406,1.0082586116665788,0.7438750305741461,True,False,False,True,False,False,False,False,True,False,True,False,True
-0.26980310126638407,-0.4191060954175082,-0.1615060571015305,False,True,False,False,False,False,False,False,False,True,True,True,False
0.7199368153381066,-0.5693550119526752,-0.440084853309431,True,False,False,True,False,False,False,False,True,False,True,False,False
0.19207552648237824,1.0833830699341624,1.161743224885997,False,False,True,False,False,False,False,True,False,False,True,False,True
-0.3357857623733501,-1.09522621982576,-1.136531843829182,True,False,False,True,False,False,False,False,False,False,True,True,False
-0.46775108458728215,-0.0434838040795905,-0.2311507561535056,True,False,True,False,False,False,False,False,False,True,False,False,False
-0.7316817290151464,-1.0201017615581764,-1.2061765428811573,True,False,False,False,True,False,True,False,False,False,False,True,False
-1.3915083400848067,-1.0675827619988856e-15,0.0474280400543948,False,True,False,False,False,False,False,False,False,False,False,True,False
0.7859194764450727,0.7077607785962448,0.5349409334182207,False,True,False,False,False,True,False,False,False,False,False,True,True
0.060110204268446155,1.0833830699341624,1.231387923937972,False,False,True,False,False,False,False,False,False,False,True,False,True
-0.07185511794548592,0.8580096951314118,0.6045856324701958,False,False,False,True,False,False,False,False,True,False,False,True,True
0.19207552648237824,0.5575118620610777,0.0474280400543948,True,False,True,False,False,False,False,False,False,False,True,True,True
-0.5997164068012143,-0.0434838040795905,-0.0222166589975802,False,True,False,False,False,False,False,False,False,False,True,True,False
-0.46775108458728215,-2.146968635571929,-1.8329788343489333,True,False,True,False,False,False,False,False,True,False,True,True,False
0.5219888320172085,0.1067651124555765,0.6742303315221709,True,False,False,True,False,False,False,False,False,True,True,False,True
1.0498501208729367,-0.5693550119526752,-0.440084853309431,True,False,False,False,True,True,False,False,False,False,True,True,False
0.9838674597659707,0.7828852368638283,0.5349409334182207,True,False,False,False,True,False,True,False,False,False,True,False,True
0.5219888320172085,0.8580096951314118,0.5349409334182207,False,True,False,False,False,False,False,False,True,False,False,True,True
-0.5337337456942483,-1.0675827619988856e-15,0.0474280400543948,False,True,False,False,False,False,False,False,False,False,False,True,False
0.9178847986590046,-1.0675827619988856e-15,0.0474280400543948,True,False,False,True,False,False,False,False,False,False,False,False,False
-2.051334951154467,-3.123586593050516,-2.87764932012856,True,False,True,False,False,False,False,False,True,False,False,True,False
-1.5894563234057049,-0.5693550119526752,-0.5793742514133812,False,False,True,False,False,False,True,False,False,False,False,True,False
-0.4017684234803161,-1.395724052896094,-0.8579530476212817,True,False,True,False,False,False,False,False,False,False,False,False,False
1.379763426407767,1.609254277807247,0.8831644286780963,True,False,False,False,True,False,True,False,False,False,True,False,True
1.1818154430868688,-1.0675827619988856e-15,0.4652962343662455,True,True,False,False,False,False,False,False,False,True,True,False,False
1.1158327819799028,1.2336319864693297,1.3706773220419222,False,False,False,False,True,False,False,False,False,False,False,False,True
-2.117317612261433,-2.071844177304346,-2.0419129315048585,False,False,True,False,False,False,True,False,False,False,False,True,False
-0.005872456838519888,-1.0675827619988856e-15,0.1170727391063699,True,True,False,False,False,False,False,False,False,False,False,True,False
-0.3357857623733501,-1.0201017615581764,-0.8579530476212817,True,True,False,False,False,False,False,False,False,True,True,False,False
-0.6656990679081803,-0.118608262347174,0.3956515353142704,False,False,False,True,False,False,True,False,False,False,True,False,False
1.379763426407767,-1.0675827619988856e-15,0.0474280400543948,True,True,False,False,False,False,False,False,False,False,True,True,False
-0.7316817290151464,-0.3439816371499246,-0.440084853309431,False,False,True,False,False,False,False,False,False,True,False,True,False
1.313780765300801,0.7828852368638283,0.4652962343662455,True,False,False,True,False,False,False,False,False,True,True,True,True
-0.9296297123360444,-0.2688571788823411,0.3260068362622954,False,True,False,False,False,False,False,False,False,False,True,False,False
-1.3915083400848067,-1.0201017615581764,-0.997242445725232,False,False,False,False,True,False,False,True,False,False,False,True,False
0.3900235098032764,0.18188957072316,0.1867174381583451,False,False,True,False,False,False,False,False,True,False,True,True,True
-0.5997164068012143,-1.4708485111636775,-0.997242445725232,True,False,False,True,False,False,True,False,False,False,True,True,False
0.1260928653754122,0.18188957072316,-0.3007954552054807,True,False,False,False,False,False,False,False,False,True,False,True,False
1.445746087514733,1.9097521108775808,1.788545516353773,False,False,True,False,False,False,False,False,True,False,True,False,True
0.6539541542311406,-0.4191060954175082,-0.1615060571015305,True,False,False,True,False,False,False,False,True,False,True,True,False
-1.3255256789778407,-1.9967197190367625,-1.8329788343489333,True,False,True,False,False,False,False,False,False,False,True,True,False
0.060110204268446155,1.2336319864693297,1.0224538267820464,False,True,False,False,False,True,False,False,False,False,True,True,True
1.7096767319425972,1.3087564447369129,0.6742303315221709,True,False,False,False,True,False,False,False,False,True,True,True,True
1.1158327819799028,0.9331341533989952,1.0920985258340217,True,False,True,False,False,True,False,False,False,False,True,False,True
0.9178847986590046,-1.0675827619988856e-15,0.0474280400543948,True,False,False,True,False,False,False,False,False,False,True,True,False
-0.203820440159418,-0.2688571788823411,-0.0918613580495553,True,False,False,True,False,True,False,False,False,False,False,True,False
-0.13783777905245198,-1.0675827619988856e-15,0.3956515353142704,False,False,False,True,False,False,False,False,False,True,True,False,False
-0.7976643901221123,-1.3205995946285105,-1.2061765428811573,True,True,False,False,False,False,False,False,True,False,True,True,False
1.1818154430868688,0.7828852368638283,0.8135197296261212,True,False,True,False,False,False,False,False,False,False,True,True,True
0.45600617091024237,-0.118608262347174,-0.1615060571015305,True,False,False,True,False,False,True,False,False,False,False,False,False
0.9178847986590046,1.0082586116665788,1.0224538267820464,False,False,False,False,True,True,False,False,False,False,True,True,True
-0.6656990679081803,-1.3205995946285105,-0.9275977466732568,False,False,False,True,False,False,True,False,False,False,True,True,False
-0.46775108458728215,-1.395724052896094,-1.7633341352969585,True,False,False,False,True,False,False,False,True,False,True,True,False
0.5879714931241745,-1.0675827619988856e-15,0.0474280400543948,True,False,False,True,False,False,False,False,False,True,True,True,False
1.2477981041938349,0.4823874037934941,0.1867174381583451,True,False,True,False,False,False,False,False,False,False,True,True,True
1.511728748621699,0.4823874037934941,0.3956515353142704,True,False,False,False,True,False,False,False,False,False,True,True,True
-0.5337337456942483,-1.0675827619988856e-15,-0.0222166589975802,False,True,False,False,False,False,True,False,False,False,True,False,False
-0.07185511794548592,-0.4191060954175082,-0.440084853309431,False,True,False,False,False,False,True,False,False,False,True,True,False
0.1260928653754122,-0.7196039284878423,-1.066887144777207,True,False,True,False,False,False,True,False,False,False,True,True,False
-1.2595430178708746,-1.5459729694312612,-1.3454659409851075,True,False,False,False,False,False,False,False,False,True,True,False,False
