,math score,reading score,writing score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none
60,79,0.33213848725832706,0.25636213721032025,True,False,False,False,True,True,False,False,False,False,False,False
61,39,-2.2972175521070963,-2.3901364267647343,True,False,False,False,False,False,False,False,False,True,False,True
62,62,-0.6444794702202588,-0.9275977466732568,True,False,False,False,False,False,False,False,False,False,False,True
63,69,-1.0675827619988856e-15,0.1867174381583451,False,False,True,False,False,False,False,False,False,False,True,True
64,59,-0.8698528450230093,-0.6490189504653563,False,False,False,True,False,False,False,False,False,True,True,True
65,67,-0.4191060954175082,-0.509729552361406,True,True,False,False,False,False,False,False,False,True,True,True
66,45,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,False,True
67,60,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,True,True
68,61,-0.8698528450230093,-0.8579530476212817,True,True,False,False,False,False,False,False,False,False,False,True
69,39,-0.4191060954175082,-0.7883083485693065,False,False,True,False,False,False,False,False,False,False,True,True
70,58,-1.0675827619988856e-15,0.047428040054394875,False,False,False,True,False,False,False,False,False,False,False,False
71,63,-1.0952262198257599,-0.37044015425745586,True,False,False,True,False,False,False,False,True,False,True,False
72,41,-1.0675827619988856e-15,-1.4151106400370825,False,False,False,False,False,False,False,False,False,False,False,True
73,61,-0.9449773032905928,-0.8579530476212817,True,False,True,False,False,False,False,False,False,True,False,True
74,49,-1.5459729694312612,-1.9026235334009085,True,False,True,False,False,False,False,False,False,True,True,True
75,44,-2.1469686355719295,-2.1115576305568338,True,True,False,False,False,False,False,False,False,False,False,True
76,30,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,True,False,False,False,False,False,True,True
77,80,0.6326363203286612,0.8831644286780963,True,False,False,False,False,True,False,False,False,False,True,False
78,61,0.33213848725832706,0.25636213721032025,False,False,False,True,False,False,False,False,False,True,True,False
79,62,-0.11860826234717407,-0.022216658997580244,False,False,False,False,True,False,False,True,False,False,True,True
80,47,-1.5459729694312612,-1.2758212419331323,False,True,False,False,False,False,False,False,False,False,True,True
81,49,-1.8464708025015952,-1.624044737193008,True,True,False,False,False,False,True,False,False,False,False,True
82,50,-1.6962218859664282,-0.9972424457252319,True,False,False,False,False,False,False,False,True,False,False,False
83,72,-0.4191060954175082,-0.37044015425745586,True,False,False,False,True,False,False,False,False,False,True,True
84,42,-2.2972175521070963,-2.3901364267647343,True,False,False,True,False,False,True,False,False,False,False,True
85,73,0.7828852368638283,0.9528091277300714,False,False,True,False,False,False,False,False,True,False,True,True
86,76,-1.0675827619988856e-15,1.3706773220419222,False,False,True,False,False,False,False,False,True,False,False,True
87,71,0.10676511245557652,0.39565153531427044,False,False,False,True,False,False,False,False,False,False,True,True
88,58,-1.0675827619988856e-15,-0.09186135804955536,False,False,False,False,False,False,False,False,False,False,True,True
89,73,1.2336319864693295,0.9528091277300714,False,False,False,True,False,False,False,False,False,True,True,True
90,65,0.18188957072316003,0.39565153531427044,False,False,True,False,False,True,False,False,False,False,True,True
91,27,-2.672839843445014,-2.2508470286607842,True,False,True,False,False,False,True,False,False,False,False,True
92,71,0.7077607785962448,0.1867174381583451,True,False,True,False,False,False,True,False,False,False,True,True
93,43,-1.8464708025015952,-1.2758212419331323,True,False,True,False,False,False,False,False,False,False,False,False
94,79,1.2336319864693295,1.6492561182498227,False,True,False,False,False,False,False,False,True,False,True,True
95,78,0.8580096951314118,0.9528091277300714,True,False,True,False,False,False,False,False,False,False,False,False
96,65,-1.0675827619988856e-15,0.047428040054394875,True,True,False,False,False,False,False,False,False,False,True,False
97,63,0.18188957072316003,0.11707273910636999,False,False,False,False,True,False,False,False,True,False,True,False
98,58,-0.1937327206147576,-0.440084853309431,False,False,False,True,False,False,False,False,True,False,False,True
99,65,-0.1937327206147576,-0.440084853309431,False,False,False,True,False,True,False,False,False,False,True,True
100,79,-0.1937327206147576,-0.09186135804955536,True,True,False,False,False,False,False,False,True,False,True,True
101,68,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,True,False
102,85,1.609254277807247,1.4403220210938972,False,False,False,True,False,False,False,False,False,False,True,True
103,60,-1.9215952607691786,-1.4847553390890578,True,True,False,False,False,False,True,False,False,False,True,False
104,98,1.2336319864693295,1.5099667201458724,True,False,True,False,False,False,False,False,True,False,True,False
105,58,-0.1937327206147576,0.25636213721032025,False,False,True,False,False,False,False,False,True,False,True,True
106,87,2.2853744022154987,2.2064137106656236,False,False,False,True,False,False,False,True,False,False,True,True
107,66,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,True,False,False,False,False,False,True,False
108,52,0.48238740379349415,0.11707273910636999,False,True,False,False,False,False,False,False,False,False,False,True
109,70,-0.4191060954175082,0.25636213721032025,False,True,False,False,False,False,False,False,False,True,True,True
110,77,1.45900536127208,2.067124312561673,False,False,False,True,False,False,False,False,False,False,False,False
111,62,-1.0952262198257599,-1.3454659409851075,True,False,True,False,False,False,True,False,False,False,True,True
112,54,-1.2454751363609269,-1.4847553390890578,True,False,False,False,False,False,False,False,False,False,True,True
113,51,-0.8698528450230093,-0.9972424457252319,False,False,False,True,False,False,False,False,True,False,True,True
114,99,2.2853744022154987,2.2064137106656236,False,False,False,False,True,True,False,False,False,False,True,False
115,84,0.5575118620610777,0.39565153531427044,True,False,True,False,False,False,True,False,False,False,True,True
116,75,1.1585075282017459,0.9528091277300714,False,True,False,False,False,True,False,False,False,False,False,True
117,78,0.9331341533989953,0.7438750305741461,False,False,False,True,False,True,False,False,False,False,True,True
118,51,-0.4942305536850917,-0.509729552361406,False,False,False,True,False,False,False,False,False,True,True,True
119,55,-0.04348380407959054,-0.2311507561535056,False,False,True,False,False,False,False,False,True,False,True,True
120,79,-1.0675827619988856e-15,1.4403220210938972,False,False,True,False,False,True,False,False,False,False,True,False
121,91,1.45900536127208,1.6492561182498227,True,True,False,False,False,False,False,False,False,False,True,False
122,88,1.7595031943424142,1.7189008173017977,False,False,True,False,False,False,False,False,True,False,True,False
123,63,-0.9449773032905928,-0.8579530476212817,True,False,False,True,False,False,True,False,False,False,False,True
124,83,0.7828852368638283,0.3260068362622954,True,False,False,False,True,False,False,False,True,False,True,True
125,87,1.9097521108775812,1.231387923937972,False,True,False,False,False,False,True,False,False,False,True,True
126,72,-0.11860826234717407,-0.09186135804955536,True,True,False,False,False,False,False,False,False,True,True,True
127,65,0.5575118620610777,0.39565153531427044,True,False,False,True,False,False,False,False,True,False,True,False
128,82,0.9331341533989953,0.39565153531427044,True,False,False,True,False,False,False,True,False,False,True,True
129,51,-1.5459729694312612,-1.2061765428811573,False,False,False,False,False,True,False,False,False,False,True,True
130,89,1.0833830699341624,0.9528091277300714,True,False,False,True,False,False,False,True,False,False,True,True
131,53,-2.4474664686422636,-1.9722682324528835,True,False,True,False,False,False,False,False,False,True,False,False
132,87,0.33213848725832706,0.11707273910636999,True,False,False,False,True,False,False,False,True,False,False,False
133,75,0.8580096951314118,1.0920985258340217,False,False,True,False,False,False,False,False,True,False,True,False
134,74,0.7077607785962448,0.46529623436624556,True,False,False,True,False,True,False,False,False,False,False,False
135,58,-1.0952262198257599,-1.4151106400370825,True,False,True,False,False,True,False,False,False,False,True,True
136,51,-1.0675827619988856e-15,0.047428040054394875,True,True,False,False,False,False,False,False,False,False,True,False
137,70,-1.0952262198257599,-0.8579530476212817,True,False,False,False,True,False,True,False,False,False,True,True
138,59,-0.2688571788823411,-0.09186135804955536,False,False,True,False,False,False,False,False,False,False,True,True
139,71,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,True,False
140,76,0.18188957072316003,0.1867174381583451,False,False,False,True,False,False,False,False,False,True,True,True
141,59,-0.5693550119526752,-0.30079545520548073,False,False,True,False,False,False,False,False,True,False,False,True
142,42,-1.0952262198257599,-0.9972424457252319,False,False,False,False,True,False,False,False,True,False,False,False
143,57,-1.9967197190367623,-1.4847553390890578,True,False,False,False,False,False,True,False,False,False,True,True
144,88,0.25701402899074355,0.6742303315221709,True,False,False,True,False,False,False,False,True,False,True,True
145,22,-2.2972175521070963,-2.4597811258167095,False,False,True,False,False,False,False,False,True,False,False,True
146,88,1.0833830699341624,0.46529623436624556,True,True,False,False,False,False,False,False,False,True,True,True
147,73,-0.11860826234717407,-0.1615060571015305,True,False,True,False,False,False,False,False,False,False,False,True
148,68,0.40726294552591064,0.8831644286780963,False,False,False,True,False,True,False,False,False,False,True,False
149,100,2.2853744022154987,1.7189008173017977,True,False,False,False,True,False,False,False,False,False,False,False
150,62,-0.1937327206147576,0.047428040054394875,True,False,False,False,False,False,False,False,False,True,True,False
151,77,-0.1937327206147576,-0.022216658997580244,True,False,False,False,False,True,False,False,False,False,True,True
152,59,0.031640654187992986,-0.1615060571015305,False,True,False,False,False,False,False,False,False,False,True,False
153,54,-1.5459729694312612,-1.4847553390890578,True,False,False,True,False,True,False,False,False,False,True,True
154,62,-0.1937327206147576,-0.509729552361406,True,False,False,True,False,False,False,False,False,True,True,True
155,70,1.45900536127208,1.3706773220419222,False,False,True,False,False,False,False,False,True,False,True,False
156,66,0.33213848725832706,0.6742303315221709,False,False,False,False,True,False,True,False,False,False,False,False
157,60,-0.7196039284878423,-0.5793742514133812,True,True,False,False,False,False,False,False,True,False,False,True
158,61,1.2336319864693295,1.301032622989947,False,True,False,False,False,False,False,False,False,False,True,False
159,66,-0.5693550119526752,-0.30079545520548073,True,False,False,True,False,False,False,False,False,False,False,True
160,82,0.6326363203286612,0.39565153531427044,True,True,False,False,False,False,False,False,False,False,False,False
161,75,1.3838809030044965,1.1617432248859967,False,False,False,False,True,False,False,False,True,False,False,False
162,49,-1.2454751363609269,-1.136531843829182,True,True,False,False,False,False,False,True,False,False,False,True
163,52,-1.2454751363609269,-1.3454659409851075,True,False,True,False,False,False,True,False,False,False,True,True
164,81,1.6843787360748306,1.5796114191978474,False,False,False,False,True,False,False,True,False,False,True,True
165,96,2.2853744022154987,2.2064137106656236,False,False,True,False,False,True,False,False,False,False,True,False
166,53,-1.3957240528960941,-1.2061765428811573,True,False,True,False,False,False,True,False,False,False,False,False
167,58,0.48238740379349415,0.6742303315221709,False,True,False,False,False,False,False,True,False,False,False,False
168,68,-1.0675827619988856e-15,0.6742303315221709,False,True,False,False,False,False,True,False,False,False,True,False
169,67,0.40726294552591064,0.11707273910636999,False,False,True,False,False,False,False,False,True,False,False,False
170,72,0.25701402899074355,0.39565153531427044,True,False,False,False,False,False,True,False,False,False,True,False
171,94,1.3838809030044965,0.6742303315221709,True,False,False,False,True,False,False,False,False,True,True,True
172,79,1.2336319864693295,0.8831644286780963,False,False,False,True,False,False,False,False,True,False,True,True
173,63,-0.1937327206147576,0.11707273910636999,False,False,True,False,False,False,False,False,False,False,True,True
174,43,-1.0675827619988856e-15,0.047428040054394875,False,False,True,False,False,False,False,False,False,False,False,False
175,81,1.609254277807247,1.301032622989947,False,False,True,False,False,False,False,True,False,False,True,False
176,46,-1.1703506780933435,-0.7186636495173314,False,True,False,False,False,False,True,False,False,False,False,False
177,71,0.5575118620610777,0.6045856324701958,False,False,True,False,False,False,False,False,False,False,True,False
178,52,0.031640654187992986,-0.440084853309431,False,True,False,False,False,False,False,True,False,False,False,False
179,97,2.2853744022154987,2.2064137106656236,False,False,False,True,False,False,False,False,False,True,True,False
180,62,-0.11860826234717407,0.46529623436624556,True,False,True,False,False,False,False,True,False,False,False,False
181,46,-0.4191060954175082,-0.1615060571015305,False,False,True,False,False,False,False,False,True,False,False,True
182,50,-1.4708485111636775,-1.4847553390890578,False,False,False,False,True,False,True,False,False,False,True,True
183,65,-0.04348380407959054,0.11707273910636999,False,False,False,True,False,False,False,False,False,False,True,True
184,45,-1.0675827619988856e-15,-1.3454659409851075,True,False,True,False,False,False,False,False,False,True,False,False
185,65,-0.1937327206147576,-0.2311507561535056,True,False,True,False,False,False,False,False,False,False,False,False
186,80,0.48238740379349415,-0.2311507561535056,True,False,False,False,True,False,True,False,False,False,True,True
187,62,-0.2688571788823411,-0.022216658997580244,True,False,False,True,False,False,False,False,False,True,True,False
188,48,-1.3205995946285105,-1.624044737193008,True,True,False,False,False,False,False,False,False,True,False,True
189,77,1.3838809030044965,1.301032622989947,False,False,True,False,False,True,False,False,False,False,True,True
190,66,-0.34398163714992464,0.047428040054394875,False,False,False,False,True,False,False,False,False,False,True,True
191,76,1.0082586116665788,0.7438750305741461,True,False,False,True,False,False,False,False,True,False,True,False
192,62,-0.4191060954175082,-0.1615060571015305,False,True,False,False,False,False,False,False,False,True,True,True
193,77,-0.5693550119526752,-0.440084853309431,True,False,False,True,False,False,False,False,True,False,True,False
194,69,1.0833830699341624,1.1617432248859967,False,False,True,False,False,False,False,True,False,False,True,False
195,61,-1.0952262198257599,-1.136531843829182,True,False,False,True,False,False,False,False,False,False,True,True
196,59,-0.04348380407959054,-0.2311507561535056,True,False,True,False,False,False,False,False,False,True,False,False
197,55,-1.0201017615581764,-1.2061765428811573,True,False,False,False,True,False,True,False,False,False,False,True
198,45,-1.0675827619988856e-15,0.047428040054394875,False,True,False,False,False,False,False,False,False,False,False,True
199,78,0.7077607785962448,0.5349409334182207,False,True,False,False,False,True,False,False,False,False,False,True
200,67,1.0833830699341624,1.231387923937972,False,False,True,False,False,False,False,False,False,False,True,False
201,65,0.8580096951314118,0.6045856324701958,False,False,False,True,False,False,False,False,True,False,False,True
202,69,0.5575118620610777,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,True
203,57,-0.04348380407959054,-0.022216658997580244,False,True,False,False,False,False,False,False,False,False,True,True
204,59,-2.1469686355719295,-1.8329788343489333,True,False,True,False,False,False,False,False,True,False,True,True
205,74,0.10676511245557652,0.6742303315221709,True,False,False,True,False,False,False,False,False,True,True,False
206,82,-0.5693550119526752,-0.440084853309431,True,False,False,False,True,True,False,False,False,False,True,True
207,81,0.7828852368638283,0.5349409334182207,True,False,False,False,True,False,True,False,False,False,True,False
208,74,0.8580096951314118,0.5349409334182207,False,True,False,False,False,False,False,False,True,False,False,True
209,58,-1.0675827619988856e-15,0.047428040054394875,False,True,False,False,False,False,False,False,False,False,False,True
210,80,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,False,False
211,35,-3.1235865930505153,-2.87764932012856,True,False,True,False,False,False,False,False,True,False,False,True
212,42,-0.5693550119526752,-0.5793742514133812,False,False,True,False,False,False,True,False,False,False,False,True
213,60,-1.3957240528960941,-0.8579530476212817,True,False,True,False,False,False,False,False,False,False,False,False
214,87,1.609254277807247,0.8831644286780963,True,False,False,False,True,False,True,False,False,False,True,False
215,84,-1.0675827619988856e-15,0.46529623436624556,True,True,False,False,False,False,False,False,False,True,True,False
216,83,1.2336319864693295,1.3706773220419222,False,False,False,False,True,False,False,False,False,False,False,False
217,34,-2.071844177304346,-2.0419129315048585,False,False,True,False,False,False,True,False,False,False,False,True
218,66,-1.0675827619988856e-15,0.11707273910636999,True,True,False,False,False,False,False,False,False,False,False,True
219,61,-1.0201017615581764,-0.8579530476212817,True,True,False,False,False,False,False,False,False,True,True,False
220,56,-0.11860826234717407,0.39565153531427044,False,False,False,True,False,False,True,False,False,False,True,False
221,87,-1.0675827619988856e-15,0.047428040054394875,True,True,False,False,False,False,False,False,False,False,True,True
222,55,-0.34398163714992464,-0.440084853309431,False,False,True,False,False,False,False,False,False,True,False,True
223,86,0.7828852368638283,0.46529623436624556,True,False,False,True,False,False,False,False,False,True,True,True
224,52,-0.2688571788823411,0.3260068362622954,False,True,False,False,False,False,False,False,False,False,True,False
225,45,-1.0201017615581764,-0.9972424457252319,False,False,False,False,True,False,False,True,False,False,False,True
226,72,0.18188957072316003,0.1867174381583451,False,False,True,False,False,False,False,False,True,False,True,True
227,57,-1.4708485111636775,-0.9972424457252319,True,False,False,True,False,False,True,False,False,False,True,True
228,68,0.18188957072316003,-0.30079545520548073,True,False,False,False,False,False,False,False,False,True,False,True
229,88,1.9097521108775812,1.788545516353773,False,False,True,False,False,False,False,False,True,False,True,False
230,76,-0.4191060954175082,-0.1615060571015305,True,False,False,True,False,False,False,False,True,False,True,True
231,46,-1.9967197190367623,-1.8329788343489333,True,False,True,False,False,False,False,False,False,False,True,True
232,67,1.2336319864693295,1.0224538267820464,False,True,False,False,False,True,False,False,False,False,True,True
233,92,1.3087564447369129,0.6742303315221709,True,False,False,False,True,False,False,False,False,True,True,True
234,83,0.9331341533989953,1.0920985258340217,True,False,True,False,False,True,False,False,False,False,True,False
235,80,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,True,True
236,63,-0.2688571788823411,-0.09186135804955536,True,False,False,True,False,True,False,False,False,False,False,True
237,64,-1.0675827619988856e-15,0.39565153531427044,False,False,False,True,False,False,False,False,False,True,True,False
238,54,-1.3205995946285105,-1.2061765428811573,True,True,False,False,False,False,False,False,True,False,True,True
239,84,0.7828852368638283,0.8135197296261212,True,False,True,False,False,False,False,False,False,False,True,True
240,73,-0.11860826234717407,-0.1615060571015305,True,False,False,True,False,False,True,False,False,False,False,False
241,80,1.0082586116665788,1.0224538267820464,False,False,False,False,True,True,False,False,False,False,True,True
242,56,-1.3205995946285105,-0.9275977466732568,False,False,False,True,False,False,True,False,False,False,True,True
243,59,-1.3957240528960941,-1.7633341352969583,True,False,False,False,True,False,False,False,True,False,True,True
244,75,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,True,True,True
245,85,0.48238740379349415,0.1867174381583451,True,False,True,False,False,False,False,False,False,False,True,True
246,89,0.48238740379349415,0.39565153531427044,True,False,False,False,True,False,False,False,False,False,True,True
247,58,-1.0675827619988856e-15,-0.022216658997580244,False,True,False,False,False,False,True,False,False,False,True,False
248,65,-0.4191060954175082,-0.440084853309431,False,True,False,False,False,False,True,False,False,False,True,True
249,68,-0.7196039284878423,-1.066887144777207,True,False,True,False,False,False,True,False,False,False,True,True
250,47,-1.5459729694312612,-1.3454659409851075,True,False,False,False,False,False,False,False,False,True,True,False
251,71,1.0082586116665788,1.0224538267820464,False,False,False,True,False,False,False,False,True,False,False,True
252,60,0.031640654187992986,0.11707273910636999,False,True,False,False,False,False,False,False,False,True,True,False
253,80,0.7828852368638283,0.25636213721032025,True,False,False,True,False,False,False,True,False,False,True,True
254,54,-1.3205995946285105,-1.136531843829182,True,False,False,True,False,False,True,False,False,False,True,True
255,62,0.25701402899074355,0.11707273910636999,False,False,False,False,True,False,False,False,True,False,True,True
256,64,-1.0675827619988856e-15,-0.022216658997580244,False,False,True,False,False,False,False,False,False,False,False,True
257,78,0.5575118620610777,0.6045856324701958,True,False,True,False,False,False,False,False,False,False,True,False
258,70,0.40726294552591064,0.6742303315221709,False,True,False,False,False,False,False,False,True,False,True,True
259,65,0.8580096951314118,0.8831644286780963,False,False,True,False,False,False,False,True,False,False,False,False
260,64,-1.0675827619988856e-15,0.6045856324701958,False,False,True,False,False,False,False,False,False,True,False,False
261,79,-1.0675827619988856e-15,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,False
262,44,-1.4708485111636775,-1.2061765428811573,False,False,True,False,False,False,False,False,False,True,False,True
263,99,1.7595031943424142,1.5099667201458724,False,False,False,False,True,False,True,False,False,False,True,True
264,76,0.25701402899074355,-0.022216658997580244,True,False,False,True,False,False,True,False,False,False,True,True
265,59,-1.0675827619988856e-15,-1.9026235334009085,True,False,False,True,False,False,False,False,False,True,False,True
266,63,0.40726294552591064,0.8831644286780963,False,False,True,False,False,True,False,False,False,False,True,True
267,69,0.18188957072316003,0.6045856324701958,False,False,False,True,False,False,True,False,False,False,True,True
268,88,1.6843787360748306,1.858190215405748,False,False,False,True,False,False,False,False,False,False,True,False
269,71,0.48238740379349415,0.11707273910636999,False,False,False,False,True,False,False,False,True,False,False,True
270,69,-0.4942305536850917,-0.509729552361406,True,False,True,False,False,True,False,False,False,False,True,True
271,58,-1.5459729694312612,-1.8329788343489333,True,False,True,False,False,False,False,False,True,False,True,True
272,47,-1.2454751363609269,-0.7186636495173314,False,False,False,True,False,False,False,False,False,False,False,True
273,65,0.031640654187992986,0.1867174381583451,False,False,False,True,False,False,False,False,True,False,True,True
274,88,1.1585075282017459,0.5349409334182207,True,True,False,False,False,False,False,False,True,False,True,False
275,83,-1.0675827619988856e-15,0.047428040054394875,True,False,True,False,False,False,False,False,False,False,True,True
276,85,1.6843787360748306,1.7189008173017977,False,False,True,False,False,False,False,False,False,True,True,False
277,59,-1.0675827619988856e-15,0.047428040054394875,False,False,False,False,True,False,False,False,False,False,True,False
278,65,1.2336319864693295,0.8135197296261212,False,False,True,False,False,False,False,False,False,True,False,True
279,73,-1.0201017615581764,-0.7883083485693065,True,True,False,False,False,True,False,False,False,False,False,True
280,53,-1.0675827619988856e-15,0.047428040054394875,True,False,False,True,False,False,False,False,False,False,True,True
281,45,-1.0675827619988856e-15,-1.5544000381410328,True,False,False,True,False,False,True,False,False,False,True,True
282,73,0.7077607785962448,1.0920985258340217,False,False,False,True,False,True,False,False,False,False,False,True
283,70,0.6326363203286612,0.6742303315221709,False,False,False,True,False,False,False,False,True,False,False,False
284,37,-1.7713463442340116,-1.5544000381410328,False,True,False,False,False,False,False,False,False,True,True,True
285,81,0.9331341533989953,0.9528091277300714,True,True,False,False,False,False,False,False,False,False,True,False
286,97,0.9331341533989953,1.3706773220419222,True,False,False,False,True,False,False,False,False,False,True,False
287,67,1.45900536127208,0.9528091277300714,False,True,False,False,False,False,False,False,False,True,True,True
288,88,0.40726294552591064,0.5349409334182207,True,True,False,False,False,True,False,False,False,False,False,True
289,77,-1.0675827619988856e-15,0.047428040054394875,True,False,False,False,True,False,False,False,False,False,True,False
